"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_pos_vertical_speed","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_moving_time","total_timer_time","wkt_step_index"
2019-01-02 21:05:00,-1,-1,-1,0,0.457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2019-01-02 20:45:00,-1,2019-01-02 21:05:00,-1,131,-1,-1,548.64,1200,-1,1200,1200,-1
