timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,sensor_position,ant_transmission_type,ant_network,source_type,key,time_created
2023-01-09T13:22:53Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:22:53Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:22:53Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T13:22:53Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:22:53Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:26:13Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:26:13Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:26:13Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T13:26:13Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:26:13Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:37:52Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:37:52Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:37:52Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T13:37:52Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:37:52Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:32Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:32Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:32Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:32Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:32Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:51:34Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:51:34Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:51:34Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T13:51:34Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T13:51:34Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:00:02Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:00:02Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:00:02Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T14:00:02Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:00:02Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:03:46Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:03:46Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:03:46Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T14:03:46Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:03:46Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:11:34Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:11:34Z,0,4294967295,garmin,4058,4.13,255.99609375,0,NA,0,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:11:34Z,7,4294967295,NA,65535,655.35,255.99609375,0,NA,1,255,new,NA,0,antplus,bluetooth_low_energy,10274474398,2023_01_09_07_22_53
2023-01-09T14:11:34Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,3,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:11:34Z,0,4294967295,garmin,3925,20.04,255.99609375,0,NA,12,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
2023-01-09T14:13:21Z,3408059086,4294967295,garmin,3869,6.04,255.99609375,0,creator,255,255,NA,NA,0,NA,local,10274474398,2023_01_09_07_22_53
