timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,total_elapsed_time,start_time,total_distance,total_calories,sport,key,time_created
2021-09-16T03:43:19Z,5.092,generic,65535,982,982,1,NA,982,2021-09-16T03:26:57Z,5000,315,running,7497009894,2021_09_15_22_26_57
