timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2021-03-05T20:25:05Z,2021-03-05T20:21:10Z,44.985350696370006,-93.23391736485064,44.98350374400616,-93.24057536199689,235.418,235.418,804.67,341,NA,43,3.418,3.667,5,35,NA,6553.5,655.35,6553.5,lap,stop,136,148,85,92,NA,distance,running,255,generic,127,127,0.0078125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:28:50Z,2021-03-05T20:25:06Z,44.98347499407828,-93.24059438891709,44.98089672066271,-93.23387595824897,225.011,225.011,804.67,314,NA,49,3.576,3.77,30,10,NA,6553.5,655.35,6553.5,lap,stop,147,154,84,88,NA,distance,running,255,generic,127,127,0.125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:32:26Z,2021-03-05T20:28:51Z,44.980886075645685,-93.23384041897953,44.97840519994497,-93.22469995357096,216.712,216.712,804.67,299,NA,50,3.713,3.863,9,17,NA,6553.5,655.35,6553.5,lap,stop,151,154,83,86,NA,distance,running,255,generic,127,127,0.203125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:37:06Z,2021-03-05T20:32:27Z,44.97840519994497,-93.22469995357096,44.97391660697758,-93.2191043626517,277.744,209.084,804.67,291,NA,41,3.849,4.189,16,16,NA,6553.5,655.35,6553.5,lap,stop,146,154,83,87,NA,distance,running,255,generic,127,127,0.3515625,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:40:29Z,2021-03-05T20:37:07Z,44.973901100456715,-93.2190631236881,44.97044323012233,-93.21243236772716,203.535,203.535,804.67,281,NA,46,3.953,4.255,30,8,NA,6553.5,655.35,6553.5,lap,stop,160,166,83,90,NA,distance,running,255,generic,127,127,0.5625,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:43:42Z,2021-03-05T20:40:30Z,44.97041791677475,-93.21246891282499,44.96677287854254,-93.20436880923808,193.243,193.243,804.67,266,NA,48,4.164,4.404,14,15,NA,6553.5,655.35,6553.5,lap,stop,164,168,82,90,NA,distance,running,255,generic,127,127,0.53125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:46:52Z,2021-03-05T20:43:43Z,44.96675695292652,-93.20432413369417,44.96574626304209,-93.19828321225941,188.5,188.5,804.67,258,NA,44,4.269,4.973,30,22,NA,6553.5,655.35,6553.5,lap,stop,162,168,82,86,NA,distance,running,255,generic,127,127,0.046875,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:49:54Z,2021-03-05T20:46:53Z,44.965772246941924,-93.19833568297327,44.97127220034599,-93.19696331396699,182.432,182.432,804.67,249,NA,36,4.411,4.581,15,20,NA,6553.5,655.35,6553.5,lap,stop,165,170,82,89,NA,distance,running,255,generic,127,127,0.5,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:53:06Z,2021-03-05T20:49:55Z,44.971300614997745,-93.19691553711891,44.976865695789456,-93.19066523574293,192.147,183.857,804.67,251,NA,42,4.377,4.936,19,14,NA,6553.5,655.35,6553.5,lap,stop,168,172,81,87,NA,distance,running,255,generic,127,127,0.71875,0,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:56:09Z,2021-03-05T20:53:07Z,44.976865695789456,-93.19066523574293,44.981683446094394,-93.19504025392234,182.977,182.977,804.67,248,NA,34,4.398,4.441,13,5,NA,6553.5,655.35,6553.5,lap,stop,171,174,81,85,NA,distance,running,255,generic,127,127,0.8046875,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T20:59:07Z,2021-03-05T20:56:10Z,44.981711860746145,-93.1950768828392,44.9868515599519,-93.20203687995672,178.117,178.117,804.67,240,NA,46,4.518,4.609,6,27,NA,6553.5,655.35,6553.5,lap,stop,170,175,81,84,NA,distance,running,255,generic,127,127,0.1328125,0,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T21:01:59Z,2021-03-05T20:59:08Z,44.9868515599519,-93.20203687995672,44.987977584823966,-93.21165503002703,172.004,172.004,804.67,233,NA,41,4.678,4.768,12,12,NA,6553.5,655.35,6553.5,lap,stop,169,171,81,84,NA,distance,running,255,generic,127,127,0.578125,0,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T21:05:44Z,2021-03-05T21:02:00Z,44.98797884210944,-93.21171194314957,44.98787859454751,-93.22072835639119,224.264,224.264,804.67,304,NA,45,3.588,4.684,16,24,NA,6553.5,655.35,6553.5,lap,stop,159,170,81,84,NA,distance,running,255,generic,127,127,0.2578125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T21:09:27Z,2021-03-05T21:05:45Z,44.98788236640394,-93.220772780478,44.987377440556884,-93.23034164495766,222.801,222.801,804.67,306,NA,45,3.612,3.751,11,6,NA,6553.5,655.35,6553.5,lap,stop,153,156,82,87,NA,distance,running,255,generic,127,127,0.4765625,0.5,1.9921875,6379731618,2021_03_05_14_21_10
2021-03-05T21:12:29Z,2021-03-05T21:09:28Z,44.98734458349645,-93.23034742847085,44.98499186709523,-93.23376758024096,174.87,172.114,625.22,233,NA,36,3.633,4.199,10,26,NA,6553.5,655.35,6553.5,lap,stop,153,156,82,86,NA,session_end,running,255,generic,127,127,0.9453125,0.5,1.9921875,6379731618,2021_03_05_14_21_10
