timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,avg_pos_vertical_speed,total_elapsed_time,start_time,total_distance,total_calories,sport,key
2020-03-28T19:56:13Z,0.192,generic,65535,2100,2100,1,NA,0,2100,2020-03-28T19:21:13Z,402.34,315,running,2020-03-28 19:21:13
