timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,enhanced_avg_speed,enhanced_max_speed,message_index,total_calories,total_fat_calories,avg_speed,max_speed,total_ascent,total_descent,num_lengths,first_length_index,avg_stroke_distance,num_active_lengths,wkt_step_index,avg_step_length,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,swim_stroke,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,key,time_created
2023-01-09T13:31:02Z,2023-01-09T13:22:53Z,38.89611655846238,-76.99686024338007,38.88831736519933,-77.00726436451077,489.891,481.272,1609.34,729,4294967.295,4294967.295,NA,97,65535,3.344,4.189,123,68,65535,65535,655.35,65535,NA,6553.5,lap,stop,134,148,90,113,active,distance,running,255,NA,generic,127,127,0.7890625,0,10274474398,2023_01_09_07_22_53
2023-01-09T13:39:31Z,2023-01-09T13:31:03Z,38.88832859694958,-77.007304597646,38.88938798569143,-77.02385718002915,507.323,460.873,1609.34,672,4294967.295,4294967.295,NA,98,65535,3.492,4.096,10,28,65535,65535,655.35,65535,NA,6553.5,lap,stop,142,148,87,95,active,distance,running,255,NA,generic,127,127,0.03125,0,10274474398,2023_01_09_07_22_53
2023-01-09T13:47:23Z,2023-01-09T13:39:32Z,38.88938840478659,-77.0238961558789,38.8896466512233,-77.02209991402924,472.104,472.104,1609.34,679,4294967.295,4294967.295,NA,101,65535,3.409,3.564,13,14,65535,65535,655.35,65535,NA,6553.5,lap,stop,147,150,86,89,active,distance,running,255,NA,generic,127,127,0.546875,0.5,10274474398,2023_01_09_07_22_53
2023-01-09T13:56:40Z,2023-01-09T13:47:24Z,38.88962360098958,-77.02210636809468,38.887750916182995,-77.00622081756592,557.377,481.481,1609.34,691,4294967.295,4294967.295,NA,101,65535,3.342,4.152,37,20,65535,65535,655.35,65535,NA,6553.5,lap,stop,148,159,85,93,active,distance,running,255,NA,generic,127,127,0.375,0.5,10274474398,2023_01_09_07_22_53
2023-01-09T14:04:44Z,2023-01-09T13:56:41Z,38.88776424340904,-77.00617379508913,38.889265609905124,-76.99047574773431,483.535,459.885,1609.34,665,4294967.295,4294967.295,NA,102,65535,3.499,4.413,36,26,65535,65535,655.35,65535,NA,6553.5,lap,stop,152,157,86,93,active,distance,running,255,NA,generic,127,127,0.046875,0.5,10274474398,2023_01_09_07_22_53
2023-01-09T14:14:07Z,2023-01-09T14:04:45Z,38.88926250860095,-76.99043232947588,38.896126449108124,-76.99560773558915,517.663,461.296,1574.51,668,4294967.295,4294967.295,NA,94,65535,3.413,3.779,52,55,65535,65535,655.35,65535,NA,6553.5,lap,stop,148,154,87,96,active,session_end,running,255,NA,generic,127,127,0.0625,0,10274474398,2023_01_09_07_22_53
