timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2022-11-07T13:24:08Z,2022-11-07T13:23:35Z,38.9132943470031,-77.07438471727073,38.913404485210776,-77.0753122586757,32.375,32.375,206.53,44,NA,5,6.379,6.429,0,0,NA,6553.5,655.35,6553.5,lap,stop,142,160,94,101,NA,manual,running,255,generic,127,127,0.5,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:24:48Z,2022-11-07T13:24:08Z,38.91334991902113,-77.07530588842928,38.913328126072884,-77.07442629151046,39.79,39.79,127.95,55,NA,9,3.216,6.196,3,0,NA,6553.5,655.35,6553.5,lap,stop,158,161,84,96,NA,manual,running,255,generic,127,127,0.890625,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:25:21Z,2022-11-07T13:24:48Z,38.91338462010026,-77.07442570477724,38.91339727677405,-77.07531871274114,33.076,33.076,210.66,51,NA,7,6.369,6.401,0,0,NA,6553.5,655.35,6553.5,lap,stop,162,169,95,97,NA,manual,running,255,generic,127,127,0.3203125,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:26:01Z,2022-11-07T13:25:21Z,38.91334245912731,-77.07532156258821,38.9133360888809,-77.07442159764469,40.212,40.212,129.19,53,NA,9,3.213,6.261,0,0,NA,6553.5,655.35,6553.5,lap,stop,165,168,84,93,NA,manual,running,255,generic,127,127,0.1484375,0.5,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:26:34Z,2022-11-07T13:26:01Z,38.91337472945452,-77.07441070117056,38.91340817324817,-77.07532139495015,32.673,32.673,209.7,51,NA,8,6.418,6.373,0,3,NA,6553.5,655.35,6553.5,lap,stop,166,171,93,96,NA,manual,running,255,generic,127,127,0.6953125,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:28:50Z,2022-11-07T13:26:34Z,38.9133530203253,-77.075316784903407,38.913306752219796,-77.0744089409709,136.857,136.857,457.23,190,NA,32,3.341,6.289,13,10,NA,6553.5,655.35,6553.5,lap,stop,156,171,84,94,NA,manual,running,255,generic,127,127,0.6953125,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:29:23Z,2022-11-07T13:28:50Z,38.91335821710527,-77.07440357655287,38.91342996619642,-77.07530898973346,32.783,32.783,224.15,50,NA,7,6.837,6.69,4,5,NA,6553.5,655.35,6553.5,lap,stop,159,167,94,97,NA,manual,running,255,generic,127,127,0.3359375,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:30:01Z,2022-11-07T13:29:23Z,38.91337280161679,-77.07530572079122,38.91334011219442,-77.07437239587307,37.429,37.429,137.14,52,NA,9,3.664,6.615,5,2,NA,6553.5,655.35,6553.5,lap,stop,166,168,85,95,NA,manual,running,255,generic,127,127,0.3984375,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:30:34Z,2022-11-07T13:30:01Z,38.91338453628123,-77.07436300814152,38.91342921182513,-77.07531116902828,33.574,33.574,213.62,49,NA,8,6.363,6.671,7,6,NA,6553.5,655.35,6553.5,lap,stop,167,173,93,96,NA,manual,running,255,generic,127,127,0.421875,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:31:16Z,2022-11-07T13:30:34Z,38.913374645635486,-77.0753069780767,38.91334027983248,-77.07438630983233,41.769,41.769,136.21,56,NA,10,3.261,6.476,0,4,NA,6553.5,655.35,6553.5,lap,stop,168,173,83,94,NA,manual,running,255,generic,127,127,0.9296875,0.5,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:31:49Z,2022-11-07T13:31:16Z,38.91338855959475,-77.07438262179494,38.91344765201211,-77.07533908076584,33.265,33.265,219.3,50,NA,8,6.593,6.662,2,6,NA,6553.5,655.35,6553.5,lap,stop,167,172,93,96,NA,manual,running,255,generic,127,127,0.609375,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:34:02Z,2022-11-07T13:31:49Z,38.913390319794416,-77.07533095031977,38.91338126733899,-77.07529021427035,132.869,98.947,331.15,132,NA,21,3.347,6.531,3,2,NA,6553.5,655.35,6553.5,lap,stop,153,175,83,92,NA,manual,running,255,generic,127,127,0.046875,0,1.9921875,9934287344,2022_11_07_07_23_35
2022-11-07T13:38:48Z,2022-11-07T13:34:02Z,38.91334354877472,-77.0752895437181,38.913678489625454,-77.07435546442866,168.341,168.341,861.48,244,NA,38,5.117,5.216,11,12,NA,6553.5,655.35,6553.5,lap,stop,147,167,88,91,NA,session_end,running,255,generic,127,127,0.7734375,0,1.9921875,9934287344,2022_11_07_07_23_35
