timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,avg_pos_vertical_speed,key
2019-01-03T03:05:00Z,2019-01-03T02:45:00Z,548.64,1200,1200,1200,0.457,131,0,1999-05-10 12:24:00
