timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2018-08-11T01:16:01Z,2018-08-11T01:07:42Z,45.18549017608166,-93.13750326633453,45.18323376774788,-93.1332761887461,499.557,499.557,1609.34,703,NA,93,3.222,3.424,26,26,NA,6553.5,655.35,6553.5,lap,stop,126,150,84,87,NA,distance,running,255,generic,127,127,0.078125,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T01:24:07Z,2018-08-11T01:16:02Z,45.18322387710214,-93.13331851735711,45.18220857717097,-93.12752461060882,485.924,485.924,1609.34,669,NA,87,3.312,3.406,23,23,NA,6553.5,655.35,6553.5,lap,stop,132,139,82,84,NA,distance,running,255,generic,127,127,0.9296875,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T01:32:22Z,2018-08-11T01:24:08Z,45.18220908008516,-93.12748328782618,45.185894099995494,-93.1227161642164,494.641,494.641,1609.34,675,NA,82,3.254,3.368,25,19,NA,6553.5,655.35,6553.5,lap,stop,134,137,82,84,NA,distance,running,255,generic,127,127,0.0390625,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T01:42:11Z,2018-08-11T01:32:23Z,45.18589401617646,-93.12267257831991,45.19218681380153,-93.11295325867832,589.635,529.866,1609.34,735,NA,80,3.037,3.49,30,38,NA,6553.5,655.35,6553.5,lap,stop,130,138,83,87,NA,distance,running,255,generic,127,127,0.9609375,0,1.9921875,2018-08-11 01:07:48
2018-08-11T01:50:31Z,2018-08-11T01:42:12Z,45.192190166562796,-93.11291369609535,45.1941170822829,-93.11083624139428,500,500,1609.34,686,NA,77,3.219,3.312,22,22,NA,6553.5,655.35,6553.5,lap,stop,136,139,82,85,NA,distance,running,255,generic,127,127,0.625,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T01:58:52Z,2018-08-11T01:50:32Z,45.19409663043916,-93.11086121946573,45.18673053011298,-93.11097839847207,500.321,500.321,1609.34,692,NA,76,3.217,3.378,22,25,NA,6553.5,655.35,6553.5,lap,stop,136,139,83,87,NA,distance,running,255,generic,127,127,0.296875,0,1.9921875,2018-08-11 01:07:48
2018-08-11T02:07:32Z,2018-08-11T01:58:53Z,45.186703288927674,-93.11097588390112,45.19040063023567,-93.11817023903131,520.613,520.613,1609.34,717,NA,70,3.091,3.172,19,21,NA,6553.5,655.35,6553.5,lap,stop,133,137,83,86,NA,distance,running,255,generic,127,127,0.0390625,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T02:16:21Z,2018-08-11T02:07:33Z,45.19037414342165,-93.1181657128036,45.18988883122802,-93.13323335722089,528.27,528.27,1609.34,727,NA,68,3.046,3.247,35,31,NA,6553.5,655.35,6553.5,lap,stop,134,136,82,85,NA,distance,running,255,generic,127,127,0.796875,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T02:24:56Z,2018-08-11T02:16:22Z,45.189915569499135,-93.1332294177264,45.185571229085326,-93.13773024827242,516.464,516.464,1609.34,714,NA,67,3.116,3.424,31,35,NA,6553.5,655.35,6553.5,lap,stop,135,140,83,85,NA,distance,running,255,generic,127,127,0.265625,0.5,1.9921875,2018-08-11 01:07:48
2018-08-11T02:25:06Z,2018-08-11T02:24:57Z,45.185549184679985,-93.13776268623769,45.1854535471648,-93.13776050694287,3.952,3.952,14.97,3,NA,0,3.788,3.48,0,0,NA,6553.5,655.35,6553.5,lap,stop,138,138,84,85,NA,session_end,running,255,generic,127,127,0.6015625,0,1.9921875,2018-08-11 01:07:48
