timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,num_active_lengths,jump_count,avg_pos_vertical_speed,key
2019-05-24T21:25:00Z,2019-05-24T20:20:00Z,12713.82,3900,3900,3900,3.26,831,1,65535,0,NA
