timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,avg_pos_vertical_speed,total_elapsed_time,start_time,total_distance,total_calories,sport,key
2020-02-19T13:37:57Z,3.219,treadmill,65535,3000,3000,1,NA,0,3000,2020-02-19T12:47:57Z,9656.06,648,running,2020-02-19 12:47:57
