timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2019-05-28T20:06:06Z,2019-05-28T20:04:43Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,83.016,83.016,0,5,NA,7,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,109,119,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:07:07Z,2019-05-28T20:06:06Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60.901,60.901,0,14,NA,7,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,115,122,64,73,NA,manual,generic,255,generic,127,127,0.078125,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:08:39Z,2019-05-28T20:07:07Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,92.437,92.437,0,8,NA,8,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,105,118,58,59,NA,manual,generic,255,generic,127,127,0.75,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:11:06Z,2019-05-28T20:08:39Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,146.77,146.77,0,17,NA,16,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,114,134,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:12:00Z,2019-05-28T20:11:06Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,54.508,54.508,0,4,NA,9,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,136,147,59,61,NA,manual,generic,255,generic,127,127,0.75,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:13:01Z,2019-05-28T20:12:00Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60.676,60.676,0,20,NA,10,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,130,148,76,108,NA,manual,generic,255,generic,127,127,0.3125,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:16:28Z,2019-05-28T20:13:01Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,207.387,207.387,0,25,NA,27,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,126,151,54,60,NA,manual,generic,255,generic,127,127,0.625,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:17:59Z,2019-05-28T20:16:28Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,90.369,90.369,0,15,NA,15,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,134,140,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:19:23Z,2019-05-28T20:17:59Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,84.808,84.808,0,13,NA,9,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,118,138,58,62,NA,manual,generic,255,generic,127,127,0.734375,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:20:56Z,2019-05-28T20:19:23Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,92.592,92.592,0,13,NA,11,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,122,141,57,58,NA,manual,generic,255,generic,127,127,0.9609375,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:23:05Z,2019-05-28T20:20:56Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,128.657,128.657,0,46,NA,13,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,115,142,57,60,NA,manual,generic,255,generic,127,127,0.21875,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:23:50Z,2019-05-28T20:23:05Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,45.43,45.43,0,4,NA,2,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,100,106,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:24:02Z,2019-05-28T20:23:50Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,12.257,12.257,0,1,NA,0,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,91,107,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:24:49Z,2019-05-28T20:24:02Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,46.262,46.262,0,10,NA,1,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,81,108,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:25:49Z,2019-05-28T20:24:49Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60.487,60.487,0,5,NA,1,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,87,106,57,58,NA,manual,generic,255,generic,127,127,0.8984375,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:26:35Z,2019-05-28T20:25:49Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,45.802,45.802,0,12,NA,1,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,98,105,58,60,NA,manual,generic,255,generic,127,127,0.84375,0,1.9921875,2019-05-28 20:04:44
2019-05-28T20:27:25Z,2019-05-28T20:26:35Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,50.16,50.16,0,7,NA,1,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,101,108,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:30:05Z,2019-05-28T20:27:25Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,159.502,159.502,0,39,NA,7,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,95,116,63,113,NA,manual,generic,255,generic,127,127,0.2578125,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:30:51Z,2019-05-28T20:30:05Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,46.607,46.607,0,35,NA,2,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,112,137,58,62,NA,manual,generic,255,generic,127,127,0.6796875,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:34:05Z,2019-05-28T20:30:51Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,193.716,193.716,0,28,NA,2,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,99,151,58,58,NA,manual,generic,255,generic,127,127,0.1796875,0.5,1.9921875,2019-05-28 20:04:44
2019-05-28T20:35:32Z,2019-05-28T20:34:05Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,81.752,81.752,0,46,NA,1,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,92,121,59,66,NA,session_end,generic,255,generic,127,127,0.265625,0.5,1.9921875,2019-05-28 20:04:44
