timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,avg_pos_vertical_speed,total_elapsed_time,start_time,total_distance,total_calories,sport,key
2019-12-27T17:34:27Z,3.348,generic,65535,2115,2115,1,NA,0,2115,2019-12-27T16:59:12Z,7081.11,457,running,2019-12-27 16:59:12
