timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,avg_pos_vertical_speed,total_elapsed_time,start_time,total_distance,total_calories,sport,key
2019-12-28T00:36:30Z,3.493,generic,65535,2580,2580,1,NA,0,2580,2019-12-27T23:53:30Z,9012.33,605,running,2019-12-27 23:53:30
