timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,num_active_lengths,total_grit,total_flow,jump_count,avg_pos_vertical_speed,key
2019-01-03T01:46:06Z,2019-01-03T01:36:06Z,320.04,600,600,600,0.533,109,1,0,0,0,0,1999-03-23 16:20:19
