timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2019-05-26T23:20:18Z,2019-05-26T23:19:11Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,66.568,66.568,0,5,NA,5,0,65.535,0,0,NA,6553.5,655.35,6553.5,lap,stop,96,104,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:21:20Z,2019-05-26T23:20:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,61.386,61.386,0,4,NA,5,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,101,110,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:23:21Z,2019-05-26T23:21:20Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,121.842,121.842,0,4,NA,9,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,94,99,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:24:17Z,2019-05-26T23:23:21Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,55.065,55.065,0,8,NA,4,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,95,108,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:25:18Z,2019-05-26T23:24:17Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,61.736,61.736,0,18,NA,5,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,101,108,54,58,NA,manual,generic,255,generic,127,127,0.7890625,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:26:12Z,2019-05-26T23:25:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,53.211,53.211,0,3,NA,4,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,96,118,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:27:16Z,2019-05-26T23:26:12Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,64.703,64.703,0,7,NA,7,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,108,118,63,75,NA,manual,generic,255,generic,127,127,0.640625,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:30:17Z,2019-05-26T23:27:16Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,180.984,180.984,0,58,NA,18,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,107,110,57,62,NA,manual,generic,255,generic,127,127,0.84375,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:34:44Z,2019-05-26T23:30:17Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,267.18,267.18,0,5,NA,22,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,101,108,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
2019-05-26T23:36:15Z,2019-05-26T23:34:44Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,91.076,91.076,0,18,NA,7,0,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,101,106,58,58,NA,manual,generic,255,generic,127,127,0.5,0.5,1.9921875,2019-05-26 23:19:11
