timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2021-03-07T15:53:05Z,2021-03-07T15:49:05Z,44.98515732586384,-93.23378367349505,44.98674561269581,-93.22700472548604,239.714,239.714,804.67,345,NA,45,3.357,4.301,13,24,NA,6553.5,655.35,6553.5,lap,stop,136,149,85,91,NA,distance,running,255,generic,127,127,0.5078125,0,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T15:56:58Z,2021-03-07T15:53:06Z,44.98676564544439,-93.2269742153585,44.987846575677395,-93.21801387704909,233.937,233.937,804.67,326,NA,52,3.44,3.592,18,5,NA,6553.5,655.35,6553.5,lap,stop,149,154,83,85,NA,distance,running,255,generic,127,127,0.5859375,0,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:00:48Z,2021-03-07T15:56:59Z,44.987846575677395,-93.21801387704909,44.988092333078384,-93.20782852359116,228.869,228.869,804.67,320,NA,53,3.516,3.704,11,2,NA,6553.5,655.35,6553.5,lap,stop,152,154,83,85,NA,distance,running,255,generic,127,127,0.6484375,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:05:02Z,2021-03-07T16:00:49Z,44.9880915787071,-93.20778418332338,44.98640178702772,-93.19839117117226,254.421,254.421,804.67,352,NA,58,3.163,3.592,32,16,NA,6553.5,655.35,6553.5,lap,stop,152,158,83,85,NA,distance,running,255,generic,127,127,0.265625,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:09:01Z,2021-03-07T16:05:03Z,44.98640237376094,-93.19835219532251,44.98605192638934,-93.188366163522,237.683,237.683,804.67,330,NA,56,3.385,3.462,26,21,NA,6553.5,655.35,6553.5,lap,stop,154,160,83,85,NA,distance,running,255,generic,127,127,0.0546875,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:15:13Z,2021-03-07T16:09:02Z,44.98604966327548,-93.18833054043353,44.99264270067215,-93.18703562021255,372.2,261.111,804.67,363,NA,43,3.082,3.359,22,17,NA,6553.5,655.35,6553.5,lap,stop,136,160,84,88,NA,distance,running,255,generic,127,127,0.046875,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:19:37Z,2021-03-07T16:15:14Z,44.992669355124235,-93.1870331056416,44.998897863551974,-93.18544389680028,264.522,264.522,804.67,369,NA,44,3.042,3.135,11,20,NA,6553.5,655.35,6553.5,lap,stop,138,144,83,87,NA,distance,running,255,generic,127,127,0.8984375,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:23:49Z,2021-03-07T16:19:38Z,44.99889878556132,-93.18540416657925,44.99891957268119,-93.17524303682148,251.835,251.835,804.67,359,NA,44,3.195,3.359,9,11,NA,6553.5,655.35,6553.5,lap,stop,143,147,85,91,NA,distance,running,255,generic,127,127,0.2109375,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:28:04Z,2021-03-07T16:23:50Z,44.99892108142376,-93.17520313896239,45.00047215260565,-93.16697990521789,254.543,254.543,804.67,356,NA,43,3.161,3.284,9,12,NA,6553.5,655.35,6553.5,lap,stop,141,145,84,87,NA,distance,running,255,generic,127,127,0.4609375,0.5,1.9921875,6391278868,2021_03_07_09_49_05
2021-03-07T16:32:30Z,2021-03-07T16:28:05Z,45.00050274655223,-93.1669741217047,45.00172046944499,-93.17175515927374,266.112,266.112,804.67,368,NA,40,3.024,3.135,7,15,NA,6553.5,655.35,6553.5,lap,stop,138,145,83,85,NA,distance,running,255,generic,127,127,0.4765625,0.5,1.9921875,6391278868,2021_03_07_09_49_05
