timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2020-10-12T20:43:28Z,2020-10-12T20:42:48Z,45.01529001630843,-93.13217539340258,45.01617011614144,-93.13423222862184,39.965,39.965,216.95,41,NA,2,5.429,6.699,0,0,NA,6553.5,655.35,6553.5,lap,stop,127,146,93,99,NA,manual,running,255,generic,127,127,0.828125,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:44:34Z,2020-10-12T20:43:28Z,45.01619014889002,-93.13429718837142,45.0161911547184,-93.13435862772167,65.178,55.858,160.26,74,NA,3,2.869,5.067,6,2,NA,6553.5,655.35,6553.5,lap,stop,148,150,83,91,NA,manual,running,255,generic,127,127,0.171875,0,1.9921875,2020-10-12 20:42:48
2020-10-12T20:45:13Z,2020-10-12T20:44:34Z,45.01617506146431,-93.1343087553978,45.01547106541693,-93.13220934011042,38.872,38.872,198.12,57,NA,2,5.097,5.832,0,0,NA,6553.5,655.35,6553.5,lap,stop,149,156,90,99,NA,manual,running,255,generic,127,127,0.484375,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:46:21Z,2020-10-12T20:45:13Z,45.01538489945233,-93.13218796625733,45.01537869684398,-93.13220833428204,67.833,67.833,188.24,86,NA,3,2.775,5.43,0,6,NA,6553.5,655.35,6553.5,lap,stop,150,158,81,86,NA,manual,running,255,generic,127,127,0.2109375,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:47:02Z,2020-10-12T20:46:21Z,45.0153880007565,-93.1322090048343,45.01619501039386,-93.13424312509596,41.119,41.119,206.53,57,NA,2,5.023,5.412,7,2,NA,6553.5,655.35,6553.5,lap,stop,151,159,87,91,NA,manual,running,255,generic,127,127,0.1640625,0,1.9921875,2020-10-12 20:42:48
2020-10-12T20:48:03Z,2020-10-12T20:47:02Z,45.01620984636247,-93.13430238515139,45.016174810007215,-93.13433717004955,61.22,61.22,131.27,70,NA,3,2.144,5.337,3,5,NA,6553.5,655.35,6553.5,lap,stop,153,160,80,86,NA,manual,running,255,generic,127,127,0.265625,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:48:41Z,2020-10-12T20:48:03Z,45.016168523579836,-93.13433180563152,45.015500569716096,-93.13220590353012,38.109,38.109,196.42,52,NA,2,5.154,5.794,3,8,NA,6553.5,655.35,6553.5,lap,stop,148,158,87,93,NA,manual,running,255,generic,127,127,0.0625,0,1.9921875,2020-10-12 20:42:48
2020-10-12T20:48:42Z,2020-10-12T20:48:41Z,45.01541239209473,-93.13217866234481,45.01541239209473,-93.13217866234481,0.666,0.666,10.02,1,NA,0,15.045,5.542,0,0,NA,6553.5,655.35,6553.5,lap,stop,158,158,89,89,NA,manual,running,255,generic,127,127,0.5,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:49:49Z,2020-10-12T20:48:42Z,45.01541239209473,-93.13217866234481,45.01538950949907,-93.13222769647837,66.906,66.906,186.28,87,NA,3,2.784,5.542,8,8,NA,6553.5,655.35,6553.5,lap,stop,156,161,81,89,NA,manual,running,255,generic,127,127,0.2265625,0,1.9921875,2020-10-12 20:42:48
2020-10-12T20:50:29Z,2020-10-12T20:49:49Z,45.01539722084999,-93.13222073949873,45.016191406175494,-93.13429391942918,39.917,39.917,205.34,62,NA,2,5.144,5.757,8,0,NA,6553.5,655.35,6553.5,lap,stop,153,160,89,99,NA,manual,running,255,generic,127,127,0.515625,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:52:30Z,2020-10-12T20:50:29Z,45.01621311530471,-93.13435577787459,45.01615787856281,-93.1343415286392,121.119,10.445,25.38,10,NA,0,2.43,5.514,0,0,NA,6553.5,655.35,6553.5,lap,stop,155,160,81,87,NA,manual,running,255,generic,127,127,0.546875,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:53:07Z,2020-10-12T20:52:30Z,45.01615636982024,-93.13433675095439,45.015489757061005,-93.1322378385812,37.513,37.513,195.73,49,NA,2,5.218,6.037,0,3,NA,6553.5,655.35,6553.5,lap,stop,135,156,90,96,NA,manual,running,255,generic,127,127,0.109375,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:54:19Z,2020-10-12T20:53:07Z,45.01544466242194,-93.13222358934581,45.01538238488138,-93.13220825046301,71.705,71.705,193.4,96,NA,3,2.697,5.589,3,10,NA,6553.5,655.35,6553.5,lap,stop,152,157,82,92,NA,manual,running,255,generic,127,127,0.8828125,0.5,1.9921875,2020-10-12 20:42:48
2020-10-12T20:54:58Z,2020-10-12T20:54:19Z,45.01538238488138,-93.13220825046301,45.016188472509384,-93.13427371904254,38.828,38.828,204.24,53,NA,2,5.26,5.906,6,0,NA,6553.5,655.35,6553.5,lap,stop,154,162,88,97,NA,manual,running,255,generic,127,127,0.203125,0.5,1.9921875,2020-10-12 20:42:48
