timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2018-10-13T11:42:33Z,2018-10-13T11:33:35Z,46.019127778708935,-91.99617396108806,46.02961789816618,-91.99721625074744,537.775,537.775,1609.34,737,NA,102,2.993,3.583,34,38,NA,6553.5,655.35,6553.5,lap,stop,145,170,82,91,NA,distance,running,255,generic,127,127,0.3359375,0,1.9921875,2018-10-13 11:33:36
2018-10-13T11:51:41Z,2018-10-13T11:42:34Z,46.02964446879923,-91.99721331708133,46.03740275837481,-91.98672881349921,548.025,548.025,1609.34,738,NA,107,2.937,3.2,31,17,NA,6553.5,655.35,6553.5,lap,stop,143,152,80,85,NA,distance,running,255,generic,127,127,0.734375,0.5,1.9921875,2018-10-13 11:33:36
2018-10-13T12:00:21Z,2018-10-13T11:51:42Z,46.03740275837481,-91.98672881349921,46.03198695927858,-91.98760765604675,519.303,519.303,1609.34,704,NA,103,3.099,3.695,20,36,NA,6553.5,655.35,6553.5,lap,stop,145,152,81,84,NA,distance,running,255,generic,127,127,0.3125,0.5,1.9921875,2018-10-13 11:33:36
2018-10-13T12:08:33Z,2018-10-13T12:00:22Z,46.031967932358384,-91.9876429438591,46.02735503576696,-92.00041118077934,492.724,492.724,1609.34,670,NA,103,3.266,3.648,15,25,NA,6553.5,655.35,6553.5,lap,stop,150,157,81,86,NA,distance,running,255,generic,127,127,0.75,0,1.9921875,2018-10-13 11:33:36
2018-10-13T12:16:50Z,2018-10-13T12:08:34Z,46.02735503576696,-92.00041118077934,46.01740253157914,-92.00483338907361,496.923,496.923,1609.34,685,NA,113,3.239,3.443,38,25,NA,6553.5,655.35,6553.5,lap,stop,159,167,82,86,NA,distance,running,255,generic,127,127,0.8671875,0,1.9921875,2018-10-13 11:33:36
2018-10-13T12:25:20Z,2018-10-13T12:16:51Z,46.01740253157914,-92.00483338907361,46.01220231503248,-92.00054872781038,509.591,509.591,1609.34,705,NA,116,3.158,4.553,52,44,NA,6553.5,655.35,6553.5,lap,stop,160,168,83,87,NA,distance,running,255,generic,127,127,0.0625,0,1.9921875,2018-10-13 11:33:36
2018-10-13T12:33:01Z,2018-10-13T12:25:21Z,46.01218764670193,-92.00051763094962,46.01661295630038,-91.99412064626813,460.856,460.856,1609.34,638,NA,103,3.492,3.91,35,51,NA,6553.5,655.35,6553.5,lap,stop,159,165,83,87,NA,distance,running,255,generic,127,127,0.1015625,0,1.9921875,2018-10-13 11:33:36
2018-10-13T12:40:42Z,2018-10-13T12:33:02Z,46.016649501398206,-91.9941081572324,46.016512205824256,-91.98713768273592,460.984,460.984,1609.34,639,NA,106,3.491,3.9,43,38,NA,6553.5,655.35,6553.5,lap,stop,163,170,83,86,NA,distance,running,255,generic,127,127,0.359375,0.5,1.9921875,2018-10-13 11:33:36
2018-10-13T12:48:24Z,2018-10-13T12:40:43Z,46.016512205824256,-91.98713768273592,46.01641522720456,-91.98234465904534,462.246,462.246,1609.34,646,NA,102,3.482,3.919,32,30,NA,6553.5,655.35,6553.5,lap,stop,159,165,84,87,NA,distance,running,255,generic,127,127,0.1796875,0.5,1.9921875,2018-10-13 11:33:36
2018-10-13T12:55:48Z,2018-10-13T12:48:25Z,46.01641715504229,-91.98239201679826,46.01820224896073,-91.9955920893699,444.205,444.205,1609.34,619,NA,98,3.623,4.096,33,38,NA,6553.5,655.35,6553.5,lap,stop,162,167,83,87,NA,distance,running,255,generic,127,127,0.90625,0,1.9921875,2018-10-13 11:33:36
