timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2022-10-05T20:56:46Z,2022-10-05T20:48:22Z,38.90242570079863,-77.05073475837708,38.904438111931086,-77.06745606847107,503.082,478.654,1609.34,707,NA,73,3.362,5.011,38,53,NA,6553.5,655.35,6553.5,lap,stop,122,135,88,95,NA,distance,running,255,generic,127,127,0.0078125,0,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:04:32Z,2022-10-05T20:56:47Z,38.904445404186845,-77.06749194301665,38.90587192028761,-77.08495907485485,465.412,465.412,1609.34,671,NA,82,3.458,4.581,22,21,NA,6553.5,655.35,6553.5,lap,stop,136,146,86,91,NA,distance,running,255,generic,127,127,0.359375,0,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:12:09Z,2022-10-05T21:04:33Z,38.90588667243719,-77.08499771542847,38.91479093581438,-77.09871847182512,457.372,457.372,1609.34,650,NA,77,3.519,3.686,33,22,NA,6553.5,655.35,6553.5,lap,stop,138,145,85,90,NA,distance,running,255,generic,127,127,0.453125,0,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:19:53Z,2022-10-05T21:12:10Z,38.914819518104196,-77.09873464889824,38.926309598609805,-77.10963514633477,463.67,463.67,1609.34,650,NA,70,3.471,3.686,25,40,NA,6553.5,655.35,6553.5,lap,stop,137,143,84,86,NA,distance,running,255,generic,127,127,0.1640625,0.5,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:27:23Z,2022-10-05T21:19:54Z,38.92633616924286,-77.109659537673,38.92728273756802,-77.11049638688564,450.16,450.16,1609.34,638,NA,73,3.575,3.807,27,16,NA,6553.5,655.35,6553.5,lap,stop,142,147,85,88,NA,distance,running,255,generic,127,127,0.1015625,0,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:34:45Z,2022-10-05T21:27:24Z,38.92725499346852,-77.11048138327897,38.915875889360905,-77.09945976734161,441.994,441.994,1609.34,630,NA,69,3.641,3.947,32,30,NA,6553.5,655.35,6553.5,lap,stop,144,149,85,89,NA,distance,running,255,generic,127,127,0.6484375,0,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:42:21Z,2022-10-05T21:34:46Z,38.91584889963269,-77.09944183006883,38.9062989782542,-77.08646815270185,456.427,456.427,1609.34,655,NA,69,3.526,3.77,22,20,NA,6553.5,655.35,6553.5,lap,stop,143,147,85,89,NA,distance,running,255,generic,127,127,0.9765625,0.5,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:49:53Z,2022-10-05T21:42:22Z,38.9062868244946,-77.08643177524209,38.904366195201874,-77.0686168782413,452.088,452.088,1609.34,647,NA,73,3.56,3.704,20,31,NA,6553.5,655.35,6553.5,lap,stop,144,149,85,87,NA,distance,running,255,generic,127,127,0.828125,0.5,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:57:58Z,2022-10-05T21:49:54Z,38.904359405860305,-77.0685722026974,38.90277153812349,-77.0530766621232,484.562,484.562,1609.34,692,NA,77,3.321,3.602,92,75,NA,6553.5,655.35,6553.5,lap,stop,132,150,85,89,NA,distance,running,255,generic,127,127,0.75,0.5,1.9921875,9738863849,2022_10_05_15_48_22
2022-10-05T21:59:11Z,2022-10-05T21:57:59Z,38.902775226160884,-77.05302779562771,38.90235034748912,-77.05151184462011,46.182,46.182,174.36,63,NA,6,3.775,3.686,9,7,NA,6553.5,655.35,6553.5,lap,stop,146,148,86,88,NA,session_end,running,255,generic,127,127,0.421875,0,1.9921875,9738863849,2022_10_05_15_48_22
