timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,num_active_lengths,total_grit,total_flow,jump_count,avg_pos_vertical_speed,key
2019-01-16T04:39:20Z,2019-01-16T04:29:20Z,205.74,600,600,600,0.343,109,1,0,0,0,0,2035-02-22 23:20:31
