timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,total_elapsed_time,start_time,total_distance,total_calories,sport,key,time_created
2021-08-26T03:35:13Z,5.035,generic,65535,993,993,1,NA,993,2021-08-26T03:18:40Z,5000,318,running,7371127302,2021_08_25_22_18_40
