timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,message_index,total_elapsed_time,start_time,total_distance,total_calories,sport,key,time_created
2022-07-30T01:45:55Z,5.236,generic,65535,955,955,NA,955,2022-07-30T01:30:00Z,5000,310,running,9300561213,2022_07_29_20_30_00
