timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,num_active_lengths,jump_count,avg_pos_vertical_speed,key
2019-03-02T21:13:00Z,2019-03-02T20:32:00Z,8046.72,2460,2460,2460,3.271,524,1,65535,0,2024-01-30 05:15:44
