timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,enhanced_avg_speed,enhanced_max_speed,message_index,total_calories,total_fat_calories,avg_speed,max_speed,total_ascent,total_descent,num_lengths,first_length_index,avg_stroke_distance,num_active_lengths,wkt_step_index,avg_step_length,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,swim_stroke,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,key,time_created
2023-01-08T21:54:19Z,2023-01-08T21:46:20Z,38.896131394430995,-76.99620955623686,38.889231998473406,-76.99118711985648,479.546,457.421,1609.34,684,4294967.295,4294967.295,NA,68,65535,3.518,4.078,38,30,65535,65535,655.35,65535,NA,6553.5,lap,stop,89,104,89,94,active,distance,running,255,NA,generic,127,127,0.3984375,0.5,10271125575,2023_01_08_15_46_20
2023-01-08T22:01:36Z,2023-01-08T21:54:20Z,38.88923509977758,-76.99115325696766,38.897371077910066,-76.9938554149121,436.45,436.45,1609.34,641,4294967.295,4294967.295,NA,88,65535,3.687,4.106,28,31,65535,65535,655.35,65535,NA,6553.5,lap,stop,120,144,88,91,active,distance,running,255,NA,generic,127,127,0.46875,0.5,10271125575,2023_01_08_15_46_20
2023-01-08T22:06:51Z,2023-01-08T22:01:37Z,38.897354397922754,-76.99389791116118,38.896636655554175,-76.9962490350008,79.125,79.125,296.32,114,4294967.295,4294967.295,NA,17,65535,3.745,3.947,9,11,65535,65535,655.35,65535,NA,6553.5,lap,stop,141,145,88,91,active,session_end,running,255,NA,generic,127,127,0.71875,0.5,10271125575,2023_01_08_15_46_20
