timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,num_active_lengths,message_index,avg_pos_vertical_speed,total_elapsed_time,start_time,total_distance,total_calories,sport,key
NA,3.951,generic,65535,5010,5010,1,NA,0,5010,2019-11-03T17:00:00Z,19794.93,1317,running,2019-11-03 17:00:00
