timestamp,avg_speed,sub_sport,jump_count,total_moving_time,total_timer_time,message_index,total_elapsed_time,start_time,total_distance,total_calories,sport,key,time_created
2022-03-25T20:57:00Z,3.477,generic,65535,1620,1620,NA,1620,2022-03-25T20:30:00Z,5632.7,358,running,8524108293,2022_03_25_15_30_00
