timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2019-06-29T23:54:20Z,2019-06-29T23:46:11Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,487.64,487.64,1538.41,655,NA,84,3.155,3.76,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,128,138,83,91,NA,manual,running,255,treadmill,127,127,0.7734375,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:02:49Z,2019-06-29T23:54:20Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,508.726,508.726,1609.34,699,NA,94,3.163,3.63,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,138,145,83,91,NA,distance,running,255,treadmill,127,127,0.9765625,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:08:59Z,2019-06-30T00:02:50Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,370.241,370.241,1255.39,517,NA,70,3.391,4.357,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,146,161,84,86,NA,manual,running,255,treadmill,127,127,0.53125,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:16:51Z,2019-06-30T00:08:59Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,472.836,472.836,1609.34,664,NA,93,3.404,4.012,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,153,165,84,86,NA,distance,running,255,treadmill,127,127,0.390625,0.5,1.9921875,2019-06-29 23:46:13
2019-06-30T00:25:47Z,2019-06-30T00:16:52Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,535.819,504.181,1609.34,705,NA,74,3.192,3.798,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,157,181,84,88,NA,distance,running,255,treadmill,127,127,0.6875,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:33:46Z,2019-06-30T00:25:48Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,478.591,478.591,1609.34,676,NA,100,3.363,3.742,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,161,182,84,87,NA,distance,running,255,treadmill,127,127,0.734375,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:41:41Z,2019-06-30T00:33:47Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,474.856,474.856,1609.34,667,NA,103,3.389,4.208,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,164,185,84,86,NA,distance,running,255,treadmill,127,127,0.453125,0.5,1.9921875,2019-06-29 23:46:13
2019-06-30T00:48:58Z,2019-06-30T00:41:42Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,437.673,437.673,1609.34,610,NA,91,3.677,4.348,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,172,200,83,86,NA,distance,running,255,treadmill,127,127,0.828125,0,1.9921875,2019-06-29 23:46:13
2019-06-30T00:51:35Z,2019-06-30T00:48:59Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,156.28,156.28,568.24,213,NA,34,3.636,4.096,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,170,182,82,84,NA,manual,running,255,treadmill,127,127,0.921875,0.5,1.9921875,2019-06-29 23:46:13
2019-06-30T00:56:58Z,2019-06-30T00:51:35Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,306.408,306.408,946.96,413,NA,60,3.091,3.574,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,168,185,81,85,NA,session_end,running,255,treadmill,127,127,0.1640625,0.5,1.9921875,2019-06-29 23:46:13
