timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2021-03-16T15:42:57Z,2021-03-16T15:38:59Z,44.984960183501244,-93.23408860713243,44.97955075465143,-93.23333549313247,237.235,237.235,804.67,347,NA,48,3.392,3.835,5,30,NA,6553.5,655.35,6553.5,lap,stop,137,147,87,92,NA,distance,running,255,generic,127,127,0.0390625,0,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T15:46:38Z,2021-03-16T15:42:58Z,44.97952971607447,-93.23329894803464,44.97857786715031,-93.22571584023535,221.111,221.111,804.67,313,NA,49,3.639,3.816,37,38,NA,6553.5,655.35,6553.5,lap,stop,149,153,85,87,NA,distance,running,255,generic,127,127,0.0234375,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T15:50:29Z,2021-03-16T15:46:39Z,44.9785746820271,-93.22567493654788,44.97440552338958,-93.2202428765595,231.481,231.481,804.67,318,NA,52,3.476,3.704,23,30,NA,6553.5,655.35,6553.5,lap,stop,151,153,83,85,NA,distance,running,255,generic,127,127,0.2265625,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T15:54:36Z,2021-03-16T15:50:30Z,44.974382892251015,-93.22020289488137,44.97050751931965,-93.21254577487707,247.031,247.031,804.67,342,NA,57,3.257,3.546,37,20,NA,6553.5,655.35,6553.5,lap,stop,155,160,83,86,NA,distance,running,255,generic,127,127,0.5625,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T15:58:31Z,2021-03-16T15:54:37Z,44.9704827927053,-93.21258139796555,44.9667127802968,-93.20428784005344,234.346,234.346,804.67,321,NA,53,3.434,3.48,25,10,NA,6553.5,655.35,6553.5,lap,stop,154,158,82,84,NA,distance,running,255,generic,127,127,0.2265625,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:02:32Z,2021-03-16T15:58:32Z,44.96669802814722,-93.20424743928015,44.966046921908855,-93.19762104190886,241.447,241.447,804.67,330,NA,50,3.333,3.536,21,17,NA,6553.5,655.35,6553.5,lap,stop,152,157,82,85,NA,distance,running,255,generic,127,127,0.3125,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:06:32Z,2021-03-16T16:02:33Z,44.96607751585543,-93.1976311840117,44.97259855270386,-93.195919431746,239.522,239.522,804.67,329,NA,52,3.359,3.555,20,22,NA,6553.5,655.35,6553.5,lap,stop,152,157,82,84,NA,distance,running,255,generic,127,127,0.765625,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:10:34Z,2021-03-16T16:06:33Z,44.972625290974975,-93.1959128100425,44.9777215719223,-93.18958296440542,241.289,241.289,804.67,330,NA,50,3.335,3.564,13,22,NA,6553.5,655.35,6553.5,lap,stop,151,155,82,84,NA,distance,running,255,generic,127,127,0.421875,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:14:51Z,2021-03-16T16:10:35Z,44.97773758135736,-93.18961682729423,44.982728669419885,-93.19634682498872,256.898,256.898,804.67,352,NA,53,3.132,3.471,33,19,NA,6553.5,655.35,6553.5,lap,stop,152,157,82,84,NA,distance,running,255,generic,127,127,0.3828125,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:18:47Z,2021-03-16T16:14:52Z,44.982744343578815,-93.19636945612729,44.987548515200615,-93.20380412042141,236.671,236.671,804.67,323,NA,39,3.4,3.63,10,30,NA,6553.5,655.35,6553.5,lap,stop,145,154,82,85,NA,distance,running,255,generic,127,127,0.359375,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:22:47Z,2021-03-16T16:18:48Z,44.987593023106456,-93.203842677176,44.9870035238564,-93.21260897442698,240.065,240.065,804.67,329,NA,40,3.352,3.602,25,26,NA,6553.5,655.35,6553.5,lap,stop,147,151,82,84,NA,distance,running,255,generic,127,127,0.75,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:26:41Z,2021-03-16T16:22:48Z,44.98697519302368,-93.21260914206505,44.987787399441004,-93.2209607027471,233.606,233.606,804.67,320,NA,45,3.445,3.49,24,34,NA,6553.5,655.35,6553.5,lap,stop,151,154,82,85,NA,distance,running,255,generic,127,127,0.5390625,0,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:30:38Z,2021-03-16T16:26:42Z,44.98778320848942,-93.22100789286196,44.98789024539292,-93.23112141340971,236.957,236.957,804.67,326,NA,44,3.396,3.826,14,24,NA,6553.5,655.35,6553.5,lap,stop,150,153,83,86,NA,distance,running,255,generic,127,127,0.09375,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:34:32Z,2021-03-16T16:30:39Z,44.98789560981095,-93.23116374202073,44.985141567885876,-93.23927314952016,234.095,234.095,804.67,323,NA,45,3.437,3.732,19,18,NA,6553.5,655.35,6553.5,lap,stop,152,156,82,85,NA,distance,running,255,generic,127,127,0.9140625,0.5,1.9921875,6439863961,2021_03_16_10_38_59
2021-03-16T16:38:29Z,2021-03-16T16:34:33Z,44.98510812409222,-93.23929108679295,44.98311163857579,-93.23200704529881,237.207,237.207,804.67,327,NA,44,3.392,3.48,33,13,NA,6553.5,655.35,6553.5,lap,stop,151,154,82,86,NA,distance,running,255,generic,127,127,0.9453125,0.5,1.9921875,6439863961,2021_03_16_10_38_59
