timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key,time_created
2020-12-31T16:17:15Z,2020-12-31T16:09:16Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,477.66,477.66,1609.34,698,NA,84,3.369,3.928,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,139,147,86,91,NA,distance,running,255,treadmill,127,127,0.59375,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:25:41Z,2020-12-31T16:17:16Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,506.001,506.001,1609.34,706,NA,93,3.181,3.387,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,144,147,84,85,NA,distance,running,255,treadmill,127,127,0.09375,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:34:16Z,2020-12-31T16:25:42Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,514.853,514.853,1609.34,714,NA,90,3.126,3.368,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,144,148,83,86,NA,distance,running,255,treadmill,127,127,0.1015625,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:39:17Z,2020-12-31T16:34:17Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,301.486,301.486,939.68,412,NA,51,3.117,3.387,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,145,149,82,85,NA,time,running,255,treadmill,127,127,0.8671875,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:40:17Z,2020-12-31T16:39:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,307.81,91,NA,12,5.13,5.925,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,160,171,93,96,NA,time,running,255,treadmill,127,127,0.3984375,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:41:17Z,2020-12-31T16:40:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,171.09,80,NA,14,2.852,3.714,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,167,173,80,93,NA,time,running,255,treadmill,127,127,0.921875,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:42:17Z,2020-12-31T16:41:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,288.74,87,NA,13,4.812,5.738,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,167,175,90,93,NA,time,running,255,treadmill,127,127,0.3046875,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:43:17Z,2020-12-31T16:42:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,163.28,79,NA,12,2.721,3.536,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,168,174,82,91,NA,time,running,255,treadmill,127,127,0.2265625,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:44:17Z,2020-12-31T16:43:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,294.55,88,NA,9,4.909,5.841,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,167,176,91,94,NA,time,running,255,treadmill,127,127,0.375,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:45:17Z,2020-12-31T16:44:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,173.43,78,NA,13,2.891,3.452,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,171,176,80,88,NA,time,running,255,treadmill,127,127,0.5390625,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:46:17Z,2020-12-31T16:45:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,289.22,90,NA,8,4.82,5.626,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,171,181,90,93,NA,time,running,255,treadmill,127,127,0.078125,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:47:17Z,2020-12-31T16:46:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,156.97,79,NA,11,2.616,3.49,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,175,182,80,91,NA,time,running,255,treadmill,127,127,0.2578125,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:48:17Z,2020-12-31T16:47:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,277.66,86,NA,8,4.628,5.496,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,172,180,88,92,NA,time,running,255,treadmill,127,127,0.78125,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:49:17Z,2020-12-31T16:48:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,154.16,74,NA,14,2.569,3.144,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,174,179,79,82,NA,time,running,255,treadmill,127,127,0.5078125,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:50:17Z,2020-12-31T16:49:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,277.01,86,NA,12,4.617,5.458,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,172,177,88,92,NA,time,running,255,treadmill,127,127,0.703125,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:51:17Z,2020-12-31T16:50:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,134.37,74,NA,13,2.239,3.042,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,175,179,79,81,NA,time,running,255,treadmill,127,127,0.171875,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:52:17Z,2020-12-31T16:51:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,259.96,88,NA,11,4.333,5.3,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,172,182,87,89,NA,time,running,255,treadmill,127,127,0.6171875,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:53:17Z,2020-12-31T16:52:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,138.31,72,NA,14,2.305,3.471,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,172,182,76,89,NA,time,running,255,treadmill,127,127,0.7578125,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:54:17Z,2020-12-31T16:53:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,254.67,86,NA,11,4.245,5.365,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,170,177,87,91,NA,time,running,255,treadmill,127,127,0.21875,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:55:17Z,2020-12-31T16:54:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,134.27,72,NA,14,2.238,3.191,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,173,177,80,87,NA,time,running,255,treadmill,127,127,0.140625,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:55:18Z,2020-12-31T16:55:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,1.021,1.021,0.66,4294967295,NA,65535,0.643,65.535,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,255,255,255,255,NA,manual,running,255,treadmill,127,127,1.9921875,1.9921875,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:55:19Z,2020-12-31T16:55:18Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,0.47,0.47,3.01,1,NA,0,6.412,3.014,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,167,167,80,80,NA,manual,running,255,treadmill,127,127,0,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:55:21Z,2020-12-31T16:55:19Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,1.971,1.971,5.69,1,NA,0,2.888,2.883,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,166,166,80,80,NA,manual,running,255,treadmill,127,127,0,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T16:55:22Z,2020-12-31T16:55:21Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,1.412,1.412,2.94,1,NA,0,2.082,2.939,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,167,167,80,80,NA,manual,running,255,treadmill,127,127,0,0,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T17:00:22Z,2020-12-31T16:55:22Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,300,300,880.27,405,NA,53,2.934,3.583,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,152,168,80,84,NA,time,running,255,treadmill,127,127,0.7265625,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T17:00:52Z,2020-12-31T17:00:23Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,30,30,147.22,46,NA,6,4.907,5.785,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,159,167,92,95,NA,time,running,255,treadmill,127,127,0.8828125,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T17:01:52Z,2020-12-31T17:00:53Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,60,60,128.06,73,NA,13,2.134,3.91,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,165,170,81,95,NA,time,running,255,treadmill,127,127,0.4296875,0.5,1.9921875,6032246185,2020_12_31_10_09_17
2020-12-31T17:02:22Z,2020-12-31T17:01:53Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,30,30,133.97,45,NA,6,4.466,5.71,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,162,167,89,95,NA,time,running,255,treadmill,127,127,0.8671875,0,1.9921875,6032246185,2020_12_31_10_09_17
