timestamp,start_time,start_position_lat,start_position_long,end_position_lat,end_position_long,total_elapsed_time,total_timer_time,total_distance,total_cycles,message_index,total_calories,avg_speed,max_speed,total_ascent,total_descent,wkt_step_index,avg_vertical_oscillation,avg_stance_time_percent,avg_stance_time,event,event_type,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,intensity,lap_trigger,sport,event_group,sub_sport,avg_temperature,max_temperature,avg_fractional_cadence,max_fractional_cadence,total_fractional_cycles,key
2019-11-18T01:38:29Z,2019-11-18T01:30:38Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,470.855,470.855,1609.34,686,NA,80,3.418,4.245,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,124,141,86,92,NA,distance,running,255,treadmill,127,127,0.734375,0.5,1.9921875,2019-11-18 01:30:46
2019-11-18T01:39:20Z,2019-11-18T01:38:30Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,51.508,51.508,176.8,69,NA,9,3.432,3.844,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,138,139,84,86,NA,manual,running,255,treadmill,127,127,0.9296875,0,1.9921875,2019-11-18 01:30:46
2019-11-18T01:46:46Z,2019-11-18T01:39:20Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,445.376,348.927,1151.65,499,NA,64,3.301,3.947,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,135,141,86,90,NA,manual,running,255,treadmill,127,127,0.5078125,0.5,1.9921875,2019-11-18 01:30:46
2019-11-18T01:53:05Z,2019-11-18T01:46:46Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,379.013,379.013,1566.4,558,NA,91,4.133,4.973,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,162,168,88,93,NA,manual,running,255,treadmill,127,127,0.4765625,0,1.9921875,2019-11-18 01:30:46
2019-11-18T01:59:20Z,2019-11-18T01:53:05Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,375.144,375.144,1513.72,536,NA,95,4.035,4.721,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,170,176,86,89,NA,manual,running,255,treadmill,127,127,0.15625,0,1.9921875,2019-11-18 01:30:46
2019-11-18T02:05:30Z,2019-11-18T01:59:20Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,370.637,370.637,1468.06,529,NA,94,3.961,4.563,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,174,178,85,87,NA,manual,running,255,treadmill,127,127,0.6015625,0.5,1.9921875,2019-11-18 01:30:46
2019-11-18T02:06:46Z,2019-11-18T02:05:30Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,75.426,75.426,285.87,104,NA,19,3.79,4.46,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,177,179,85,87,NA,manual,running,255,treadmill,127,127,0.265625,0,1.9921875,2019-11-18 01:30:46
2019-11-18T02:10:47Z,2019-11-18T02:06:46Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,241.054,241.054,724.96,333,NA,56,3.007,3.434,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,161,177,82,88,NA,manual,running,255,treadmill,127,127,0.8828125,0,1.9921875,2019-11-18 01:30:46
2019-11-18T02:15:47Z,2019-11-18T02:10:47Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,300.035,300.035,1154.89,430,NA,75,3.849,4.731,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,173,184,86,91,NA,manual,running,255,treadmill,127,127,0.4765625,0,1.9921875,2019-11-18 01:30:46
2019-11-18T02:23:40Z,2019-11-18T02:15:47Z,179.99999991618097,179.99999991618097,179.99999991618097,179.99999991618097,381.403,381.403,1141.64,529,NA,80,2.993,3.49,65535,65535,NA,6553.5,655.35,6553.5,lap,stop,157,177,83,86,NA,session_end,running,255,treadmill,127,127,0.3515625,0,1.9921875,2019-11-18 01:30:46
