timestamp,start_time,total_distance,total_timer_time,total_moving_time,total_elapsed_time,avg_speed,total_calories,num_active_lengths,jump_count,avg_pos_vertical_speed,key
2019-03-11T04:11:49Z,2019-03-11T03:19:49Z,10460.74,3120,3120,3120,3.353,722,1,65535,0,2046-10-04 10:20:22
